title,soldprice,solddate,bids,link
iPhone 12 Mini 64GB Blue 5G Unlocked - Pristine Condition,210.0,2024-08-12,14 bids,https://www.ebay.co.uk/itm/156343325986?_nkw=iphone+13&hash=item2466c9d522%3Ag%3AOMkAAOSwz91mQPRH&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmFk7vBkpaqVUIDzmb4opT%2BrJEixqg8rInZTZcIJF0OpGcBwYWTyyOkSutEjcJZ%2F6CFaFeV7luCfvS24VVVZvlw%2Bj0M3YPZE1zovBuCJRqb9ufaUiD%2BJQTQEmQVGcfgvU1Twe%2FtWryzp29Ne4Jduv9Es8qncudfq3bSI9C6KYvy0hk36%2BvirfarlnpYv%2BXYN9jgt%2B0lvqua4k%2BTqGSyZOtv0MOuPyFrAeAAhAl1ZMrcu4FApilUFFMn9piFbepvfX50DvD25x4CzmykeoPDZ8HN%7Ctkp%3ABk9SR8KF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Starlight (Unlocked),332.0,2024-08-12,21 bids,https://www.ebay.co.uk/itm/156339893925?_nkw=iphone+13&epid=22049282510&hash=item24669576a5%3Ag%3Ate0AAOSwRTdmsQVp&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkV4Du4Tl3R8sN32owRFG6GHUO7zj%2FLCu3te4vqrFo7s%2BGXTJe3OO9%2Bcr9NCZUwuxWll1SXwzAf98Wy0ct74QH6VR7btDc9jBMpoqcnBEZljX%2B%2By8oQjcSbF7%2FrYctrdn7dA273gXh0mnLJg9p9DZrlXUebkWtlN7Iqj02yrEOvThyzktlQsuRyisuPbjfgXCpVe4PqxtHg16tUJiFFiLgkzVynM0Fdh9qmaUqdcaV5y942sjQVY4U8I5e4s9N8u94EcEClcnVJ4e%2Fff%2F4Bd9zY%7Ctkp%3ABk9SR8KF-Z-2ZA&LH_Auction=1
Apple iPhone 13 mini - 128GB - Midnight Blue (Unlocked) Low Start Bid!,205.05,2024-08-12,20 bids,https://www.ebay.co.uk/itm/196547648725?_nkw=iphone+13&epid=22049283439&hash=item2dc3271cd5%3Ag%3AAQ4AAOSw58Jms59e&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmyqQxXVqSb7HnC60vVd57csPtqzwplXnfEgj1IoPtYsTR8sqj9Jmz9nvvq6LRgRR1PJ%2B14a8jRCm4pgU6oRJbyxtTsMwXcNb3dGN4UsbQk7cazvzEgHL0EZYhYTUpzURWcXJIJfVKCy5%2B7wVbejK3qHb6x5In6btK9--HxGuRYwrOvcfwUegvJypDPmwD2s%2FgdL7BDFoD8d9SKSnby9Wfv6g03QG3W%2BBrJWRc%2FueuC5g%3D%3D%7Ctkp%3ABk9SR8KF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 512GB - Gold (Unlocked),320.0,2024-08-12,8 bids,https://www.ebay.co.uk/itm/326229965817?_nkw=iphone+13&epid=15049284972&hash=item4bf4d23bf9%3Ag%3Aq7MAAOSw06ZmuOMb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmYMyDeeqRHPy%2BFVd1qOjRxvoGxkI74%2FFBmf7Wd3QfDl5dsUh%2BHYBDCIzdWyVv8B%2B%2F64FSsykeIEU6DmRe9FecbHhSTvB6wfLoy2xeYsPlrZhQvcTMCZqT3orPpGZ4CiXXTi5aspHkc%2FeuW6%2BbJjTz%2FNlyRGARJoLarNC9wQtP2TYT1Kh3Je4%2BFM34ePliLFj7vR0l0LK520dgQ5ak4Fsn2tfczskmonDz6YWp8QdN22U0nWnL4jCMaqcTgx7ikfE0C38lFoRMbJV3Wp0uavtip%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 256GB - Midnight Black - (Unlocked) - IMMACULATE CONDITION,370.0,2024-08-12,29 bids,https://www.ebay.co.uk/itm/286003257421?_nkw=iphone+13&epid=19051600296&hash=item42971f604d%3Ag%3AuPAAAOSwDF1mJTDy&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmT0tyVeghdN%2FHb6TbWGYIsI2okiY7KhVxmME3xLF6mk8F%2FlVR0yH29uf3c2SKdqIgGd89px6hpq%2Ff3JdZ2kyKbRzaK5ufktazmi9Tqw3BcgqPCVezq77tKICczdkjKt%2FM7hpMBNJKWBWGxvpAPn21YXHy%2FkUVIkhq8MYVyj8dZ09P9MPK5tgJ%2Fl0N5vvSrOuDAOrIyTjQc%2FHT0OZ8FBlquoQ8ECeOvZVQYmjgttuP6s%2FyGy6ApFm8LQb6uSDRnK52%2B%2BlW9WfUxlFrijshRRTvs%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
"Apple iPhone 13 - 128GB - Pink (Unlocked) Immaculate Condition, Boxed",300.0,2024-08-12,1 bid,https://www.ebay.co.uk/itm/286003190813?_nkw=iphone+13&epid=15049284953&hash=item42971e5c1d%3Ag%3AdLwAAOSwViRmtjNm&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlMpcn5XK3eIc0jx3mBud5UutmsXBfDACqcNnl1vLd2ZqD2BAhP3z%2FMaloU0zYHX1fEEWxndhaXFRk2%2B05rIY6y0jTGwjl0AKdL5zOoW8wLudub40H7hZQNLu6JpY%2FdZjnjbg9E0kWfZcQsRHRLbBL6gNzlezSN5vlQoX9sOblz%2BzAIfXQlGEqA3NAK2bL1seoS36%2Ba4hJODPRBsyx0P0ATg77TNNp3YKOt%2BpyFtPEJkg%3D%3D%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Working Apple iPhone 13  256GB Blue (Unlocked) Back Cracked Ref 65961,310.0,2024-08-12,39 bids,https://www.ebay.co.uk/itm/256598002106?_nkw=iphone+13&epid=6049292416&hash=item3bbe6ec9ba%3Ag%3A0JcAAOSwpQVmtiLJ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkrDNpQ1n7%2FvaOuOM4RdDkEPwTk2kGsxvnx5MMV76aiWS9IqV87Qi6BbVHxXq1YI%2B%2ByVuPNgG6yiqh1gjbQSZBH%2BuwHmnc%2FDjgm3JMPBiRTmLjkeB%2BLXG0usroLZZ08GTgBUSsDm1u%2F76OLkT5q%2BnSSsTVhBs9ifT1M6jxI9NWYGN4AoBdHmCZZSK8uWRsrlrRAXO1F4aGlT7JDCm1%2FRAAj0xup7XOFAipcTKNS74NGiiebUAhw%2BtnJVfVwCkjpjZ%2FlFvWE2YFR%2BwjPhHkSLZ7x%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
iPhone 13 ,250.0,2024-08-12,10 bids,https://www.ebay.co.uk/itm/315623705631?_nkw=iphone+13&hash=item497ca38c1f%3Ag%3AtJgAAOSw8EtmrN7i&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKls19qA6%2FE8ehZxzxi8xVLo3HKkX0%2FSHFWlMVKOGQjpQX9RTmMfDO3MUpAlU7JjimccWmslKuap%2BfH5c5qYh6xuV5UVneUFb3CRQKoA2xYzOr%2B%2Fvl%2FE1zCtOteQxTBo0M1%2BpdcF9HuOLkEma6Jzn1ML%2F2%2BefxMNFZeOWbt299PFxkiK33R%2FuTcORlivAPN5e6XiqfFtTXE%2BUI5ERO9yfIOPvHbTVt1cS3KffS9j0eBfWZtKqjDjy%2Bz%2FKAkFuB4DOFMdFJczlar9W%2BqBg0EfXPy6%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 128gb Good Condition Midnight Dark Blue. Please Read description,245.0,2024-08-12,11 bids,https://www.ebay.co.uk/itm/266936840962?_nkw=iphone+13&hash=item3e26acf302%3Ag%3AohkAAOSwFQ1msNW8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnnH43BotsyefG9NAf5NOraUJrJFFd1qs27BAnpBIDZVE1IeMjEcaXxw2t1xiaLh4gv62XPIRWXvaWf7nObAlyGlk1ajizAXRMuhIfz6WBoruRnixjwSIdvkDgAHo8%2F0q9fWDGsq9H6kVuop5webxiZjnVoXDBQ5GWA289ItEL12pQOxBPdzvt660j0SAR7ZClqoTxw2e5dqbilgihbshf4Y3151QB7DLhF8ff1IIXFf6Fb5l89VBRDvCMvkmsOZujHGGTG4ZScHPY5eYHEKhH1%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 512GB - Graphite (EE),320.0,2024-08-12,9 bids,https://www.ebay.co.uk/itm/235683692177?_nkw=iphone+13&epid=5049392788&hash=item36dfd7be91%3Ag%3AFCMAAOSwPnpmsNQS&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmVL1Z1yPW9Iht1QJdlr2GQItIs3xpZ4F%2BZndbT9893FIfk2fVZX5Cl2P4xGY0zrxXgZoKkMUhjXFkbDqYQUaQpeAXMcn5ePkhL%2F04s0zeOMR9MTriGFoR6CMdAR5WrTR0H8%2F2JuA%2FA3pmyu7zsjOUervgPdTNWq%2B88JwpfVR1ZLWff92CoyrlMyDq%2BPr6HfXLwDIWjqLcDQQmyRKQcQeQVLVX902MVCD03qxFoHpMI0juzIf5ykzpSwzuDN2U25UADpCispnFm7fu104fqfABB%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Silver (Unlocked) Immaculate Condition!,385.0,2024-08-12,5 bids,https://www.ebay.co.uk/itm/315647990501?_nkw=iphone+13&epid=11049277043&hash=item497e161ae5%3Ag%3A36cAAOSw29VmshvG&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnztdjqozpK6drdhmeveV%2BabQ4zvUzhI%2FpEez4KKmBdvBknG9ezH%2Fo0%2Fg3hv3FyLZuFM%2FWqPH%2BS2xq%2FKHDhwykJv7oKYSLn4FuLo5eZDN64RR8YPE6KSh5fU%2BzRApoRIgAZSanShBVZ%2BV4i045rNjk6SY5FZ%2BoS%2FylWEJlTl03mY3vYxcLx4o6RHUkJ91qIxnxCEvUt1LpdYvq2uQz0dO5zBn71%2FjypZCtHCWGA2TwR0g%3D%3D%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Midnight - Sim Unlocked - ✅,250.0,2024-08-12,11 bids,https://www.ebay.co.uk/itm/286002933858?_nkw=iphone+13&epid=17049280668&hash=item42971a7062%3Ag%3ASVwAAOSwpQVmsf4k&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnm5YUXe6568ZSyEAyC9iFcnEUe2ZKJUXhK6NnemWy5aZ1%2FQugcpLPG3Vz9YoLXGdYdZAlUYwy0fzUQE3gAGVBnqdFqU7jfO9A9vPS3CTWuGI1eRfI7PiYc5iTNpatVnNe2ewQE%2BgAdd68P4jXcS%2FopTiMcyGTSNjep0mWA0RpGCcpXPDy6iuwQuBFW5Pc5QLGJOR%2BfJfr9XIbujI4IbH26h%2FiARZKuxDYJqlivPi7gkw%3D%3D%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 128GB - Graphite (Unlocked),220.0,2024-08-12,1 bid,https://www.ebay.co.uk/itm/276591289857?_nkw=iphone+13&epid=28049285645&hash=item4066202601%3Ag%3AhB8AAOSwTwxmudp7&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk3%2BYJGz6BO9DYJH3faoLX6R%2BPmzDnMV2b7UduZPJfqHbCp68TfE99MnTtAb7P5Jh170aIb9MxhABb9w0O9GZFg1cptYXHIuvbZsIeaGLxpSJg1bd70CFpLIkzK2s20osNLN7OCxzIA%2BZ5vrZKdEIt3dryjPbppCg42fIYGoaoCG%2BosTLl6g%2B4Ps29bJbei2G%2FlUuHQ%2FQnHUEq8FDbsmZELpQ7NluljxnkJFqeHRAte1A%3D%3D%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked) 'Smashed Screen',252.0,2024-08-12,10 bids,https://www.ebay.co.uk/itm/296613437503?_nkw=iphone+13&epid=28049285691&hash=item450f89e03f%3Ag%3A%7ERUAAOSwBlNmsL2u&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKn88gEB%2FnnIprDKPc8fAqItLGw2U%2FTPSvWXVEbAeDkCSvIe7LWnu%2BY7TUzelo2jT7PEcBCu0Tmt0cQ1cr81l%2F4o6ovLTc4gYugjEa0nT2oeXhU%2FB7eURTWwAX6askwtXXPY7XQqPa1Rc%2FfmS6hansCXLiTdpumpTc3oT%2FlQl%2FoOMaoNyRNczJ4Qbq1uTcpl2yPGB4PSyCSvMNl7WmnBwOvkQXzC%2BcqXWrGpERSjUUKPTw%3D%3D%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 256GB - Graphite (Unlocked) Excellent Condition + Extras,415.0,2024-08-12,8 bids,https://www.ebay.co.uk/itm/126613805693?_nkw=iphone+13&epid=11049276164&hash=item1d7ac55a7d%3Ag%3A6BkAAOSwwWhms1Uf&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkxYMsJIZxQU99RBqca6jCZR%2BKp8jQMYgeMWi2pOpE3ggbR25uxykNYMjKACxufs%2FFs1ItTO9ZQq2%2FvUHJ9WaA4fSju0wkQoIcZuECGmNWsKAjZYIbyvGjkqtCyEJrTVCEYehoel3O0c%2BYVE8Ayjp9GxD6OOn7HfNBBBrNLs7%2FL4TH3nC7WV%2Fj6gZjE%2BzorYOqpTHF2IeCVF1oWComYyV%2BdQtlOH6YPrp1lRwb7IWpmJcJFaSO84Ixw5bQuc55iy3Q9%2FJ%2FXdFk2SiWJjkd94ntv%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 256GB - Green (EE),270.0,2024-08-12,1 bid,https://www.ebay.co.uk/itm/296626892881?_nkw=iphone+13&epid=4052810807&hash=item4510573051%3Ag%3AziEAAOSwsqxmudAp&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmGwjIWc5EEWCjkHs%2F9%2B5U8x8D%2FXCgA6NNuQOGBqwvwOmc59TVFiIRvJiaqjw6BtU%2BSnVmgj8yX8KC6LDL7r7%2FyQgAVZ6Bl6NvsJzdOvY3b7Q%2B3KiLiIixfeACgNEPZP5qDLbTQrMmfHpkkz0xAXxnN2RvIjIC3xCsZHMaUpgOeOrO8u3e9d8QoXPOtg1C7UxgmVfX1UhB5TZBVJfWG1YLjsAs6vdGd3cIksxl4f3OhjCjY33%2BZvQ26o4dS1RQX2joIdHI6J3%2BaYFZAqMREN3jx%7Ctkp%3ABk9SR8SF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Blue (Unlocked) - MINT - NEXT DAY DELIVERY,330.0,2024-08-12,19 bids,https://www.ebay.co.uk/itm/186621428608?_nkw=iphone+13&epid=12049274306&hash=item2b73810380%3Ag%3AtdYAAOSwH4xmo48X&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm0Zy0xLtAC%2BSUQPQ3zIEVeu9iRIIZonH7L1VVIBKo8srmc50JKutSrQft9lb8RwiLtOWOfwqKfM57yVVjdLCmWjUkin%2BiQHIRB5rSEkYRWPcLtaoPPYcqP6MuNliEOUKXvzm2QmxwnxfM9nQR1m%2Fh%2FJ00oapukRbJxMnUNUYSELg4PFXJQsiSbeIOp%2FyeT5su%2BTh7PcJUA2vc0yWSBTMKuaewYcQRI1IxeA1U%2BuP5eGQ%3D%3D%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - Excellent Condition  - Gold,460.55,2024-08-12,18 bids,https://www.ebay.co.uk/itm/186621414558?_nkw=iphone+13&epid=3049291528&hash=item2b7380cc9e%3Ag%3A2pMAAOSwxV5mqABJ&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmVN9ERKoE%2Fu8HL1YJxL8ySDCT5ULnGBytaU7WobwsPxKeSs1YzPkd4dTeWLZMhc0F%2FwKeIbuer1QKgnrjqANaj6jvo5AA14BMPGfrWYv65RmL8vxXDD%2B%2FQdZIclSPTdnm0IDYCEX6hYYev8ra1kc%2FawfZaRyH1AJNGS8wf7DCsJwiC7It4ICfbu7XjxeHSVLQtB2FzEvS8lPOPExO5GWVsW%2Fh3RipZX41x5fyelW2ETQ%3D%3D%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Silver (Unlocked),126.0,2024-08-12,2 bids,https://www.ebay.co.uk/itm/375574832223?_nkw=iphone+13&epid=11049277043&hash=item577201245f%3Ag%3ADqcAAOSwywZmrfMc&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmIZ7dQ2PvL6gz5Y9YV6q6TIKRljgiyKc68e%2BZyWa9h7psznpIgPEzAtEWjHnXOG3AmSxEX41htz64KTH8w8mp9sBZHl9nw8dN5GkkMguRi%2BfqV240RQstNyOAbfR0sgukKZxOx2NXXliipuWDTVq6bFCFjq0Uq3BEx5%2FAatYzIbtqq%2FbrpyXLFZLt%2BGt9j2w0KBhGUs4Mys8aGeJql1wn4TJyEb4zN1%2B%2BSlkAnXAm%2BXcUoJmOzVJEs8s1XUDXjNj%2BhIfg%2FUzis8tSA8COYB9u3%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB -  Blue (Unlocked) -,249.99,2024-08-12,1 bid,https://www.ebay.co.uk/itm/135189050710?_nkw=iphone+13&epid=12049274306&hash=item1f79e53556%3Ag%3As4IAAOSwl-FmuRe4&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkS7eyiu1xBMOcHopz0U8re3bjGg73Bkw8Kl39GzgRHrSqsEtwd7ic9gk7gLVXYx4sBL8rFtIQ41fEZO1OOJKIenugj%2FghM8eFh%2F4ywf4HSZO5BYkIPt0e%2B4o6MMjyKhXLWRWYtpB047VsyXL7SSfgC2Pu35VJOmvqDxAE8RnX9oaO7%2Bx9%2B9Wzm4PYC1xc1Z3KQpEBqXvRvGVUzppk4Wrjn6bU8uAV0At0JZGMbZPBY1w%3D%3D%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro Max - 512GB - Graphite (Gold) Unlocked,540.0,2024-08-12,28 bids,https://www.ebay.co.uk/itm/365059444861?_nkw=iphone+13&epid=17049280586&hash=item54ff3d107d%3Ag%3AVW0AAOSweB1muBV6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnam6tQFvo7TUKjgCfONWIoT2IGblnpbibThAOIZTToK7ZQAdyzMpg4H6165vwim7hgDvpo7XSOI7jluwXVn3PxoNdoe3ZFLlYYJch3hqLEuP5%2BzDpAKYqw0Wdt6n6VDTRpCcGUGKSWqPMzf%2ByylOzYuPRjBj88BPgU8Y09EKujhUquZsF%2Fo2EW1yVWxVPEp7WfIUC8yIRkTCMffAIrSsJxJwoRoJ9d7A9j%2BUwiEN5%2BukLqFhoFMGzerIG4uoyQcF5vfZ0bNuflRMBsS9UBur5Y%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
-IMMACULATE USED- Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked),375.0,2024-08-12,14 bids,https://www.ebay.co.uk/itm/145925307173?_nkw=iphone+13&epid=28049285691&hash=item21f9d37b25%3Ag%3Av4YAAOSw1Idmq83O&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnSDdCABkSzy3HysrijnQFzpU6kxgUrgti9W8poc3jXv1CcNDy9Xuvmk2hHgi%2BM3jMDuSWqBWg7Mm5kEgR9vDL9i8QkE%2BAd8MeHRiaeUe6o6k08ELwH9%2FDXjmBhoUHSAxk0cZnYal%2FOSF07FY8eTAHGyCnLMqeDGYB7pIS5ipywQcErQEIAKuVIR38EZO6Z5A0Gd6GFaN%2Bg%2BFY4rvvh4lh4QliQdgibfKis3ApY2Pwqn8MW3Euyr0Mvw%2Bvudpw1gtTHph6Wra6TvQGwI5hNP23C%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
iphone 13 mini 128gb Pink great condition ,250.0,2024-08-11,2 bids,https://www.ebay.co.uk/itm/186620555367?_nkw=iphone+13&epid=18049286639&hash=item2b7373b067%3Ag%3Aa0QAAOSw6PpmtUAx&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmwPWt5mH1jfM8FHrNlnBtCRrcNU3IUDfSq0cyX7oUOpKlgszubm2RObp05tvJA%2B%2FBFRvYsuVSpfXAOKIzN1PIg%2FgTSaHhFN3NOh0qAA5xQu8NzhVEhA5ZRs9dY6VpkJUQ32%2FPP1gnI3AQbqMetbmQWUP2jGiVLHYU9cS9IugX9PylheZgdcfi%2FkRJ1gp85plHCxAmju4EM37lIo7tCkIOBeATLYGm3whRNutY1fZ9lunMDMx3XJkZHnyQyxry4%2FUeOQn9vklGbrm6%2Bz6zvfWzs%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Blue (Unlocked),250.0,2024-08-11,1 bid,https://www.ebay.co.uk/itm/276590484893?_nkw=iphone+13&epid=12049274306&hash=item406613dd9d%3Ag%3AP4EAAOSwH6dmnUUs&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkgbI1ywJetQgniJeMW1Ut8RuvRLL42yQzwnMhr79b%2BFJl7XBq1ST9bJ4WkFQWSnEAKWOlqya2claUA4slp45nzZMNagMRLvVLoiAPdPXyO%2BJHhuJ1v5gcVs3AoN0pc8PiNrSGx1vWZMcolQX8A8CLly3kdW5NGEKy9d6Ik3vu0JMYMAt4GUinJObWm%2BU7fNbPd1UPI09FOlSiZ2JWiNEDPPTkEdumBgfeHzlrDcqppCywspophZt9Moo3s7pjPmCJrt0Brgmgu%2BKQlDcicKmfh%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB - Green (Unlocked),5.5,2024-08-11,2 bids,https://www.ebay.co.uk/itm/235692441000?_nkw=iphone+13&epid=16052764082&hash=item36e05d3da8%3Ag%3AtRUAAOSwGrhmq4ri&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnrlz5ruSQdMsoxDSPP1sxkZjAglGv8feVuGMAAm7tx9zwbIyXoStSATErDtGHAHt9k6Vbvzzoqyr0s0kB9S87v8KmDr60%2F41tEhDEPuIlHf6%2BcB5svEipnjV5LN70a3Xag6ic5D2BEpZ8dTgKMRymyurvLiYuWl28O5ooPBKw0iLQLiCdNDzw0mb%2FQftpV5KIfHkCDzyhO49S2%2BWNDf%2BrgM0GchBcyGFA%2FoW9H5634mNfdase4sGT5v89gxtuXUC9ah39Wzy9ezcBNpyf65iPo%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
"NEW Apple iPhone 13 5G 6.1"" Smart Phone 128GB Unlocked Sim-Free - Midnight",330.0,2024-08-11,35 bids,https://www.ebay.co.uk/itm/296612256204?_nkw=iphone+13&epid=17049280668&hash=item450f77d9cc%3Ag%3AVwwAAOSw%7Enpmqd4Y&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlPIcTRr9dbSYV%2B43r4PjCnDhN4VOpwIomSNTUglFn0b%2FIwnbcy7N%2FJ9iTo7BqUuxVoN%2BCSV2gQfNbwlvsmm%2ByXfAD8cBsm4N6DjC%2Fr85xIi0YhW4ti1P8Ej27pCRuW3BcGkRmr348UYf7zoW8vhet6NPNp0GHMB%2BF155mZdSHwWqKxxOCLbzQ09WveGVJST7VzAM2lyaIaKH7BVUSxgp4HxGYCvkd%2FRj4V0BljTBwqnZP1XQqhhIxylpCO787fLrwep3vQe13CQ9WTT0x6dUyi%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked),386.0,2024-08-11,7 bids,https://www.ebay.co.uk/itm/256599418328?_nkw=iphone+13&epid=28049285691&hash=item3bbe8465d8%3Ag%3A2DsAAOSwXYVmt95d&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk6JUGvlu5%2BqlFQVKeYOocbwrk96sMpzo9%2BV6IHkwwuNQpeYWExvvlvTmiLuD7n4xfg4mWZZcINPxkj%2BnaOJENMTWyz64hBqEskWtfrHJL1Hk4QPbbnxeu0f1%2BJ7rydf%2FhE7TtWYxaxnrZqlsFTS2%2FspDUPEURjrAvcr51g0Q%2Fqsu1NybdrGDSjgvmaCbwwXyaCLwczB%2BmWUldA2TfdxNMPQWCVQV6xN783qV%2B3cMAW26mT6rMVfomii8FfNJUJoQCnH1AbsH9FPcmPr68fH7io%7Ctkp%3ABk9SR8aF-Z-2ZA&LH_Auction=1
Apple iPhone 13 Pro 128GB Blue Unlocked Used Condition 88% Battery Health,372.88,2024-08-11,33 bids,https://www.ebay.co.uk/itm/296612237834?_nkw=iphone+13&epid=28049285691&hash=item450f77920a%3Ag%3A8M8AAOSwf0tmpTrG&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnjhG0jrLHU4wHDzsTBG7cldEdQMwidq7NFmwCuRGLTgzTY1p2eOn7Rrdv1otKabpxgixR%2F1c2J%2BE0caySmF9HWlSKcjnlkwC3XjhmipLmfoli87buemBTyroi4esVRWXWfOJKAw3kDL0GYlz0wD1mK9VP9Yq2Mp4bO6dPb0d5nE2U0LsGRSTrhSor2zHX4cBHisjkkEaomwZhrxTUa82uJrW5GE4UhFlwdwYo0zSjrQNK2tpVPzslL9aO2RLf0Y%2B4%3D%7Ctkp%3ABk9SR8iF-Z-2ZA&LH_Auction=1
Apple iPhone 13 - 128GB -  Blue (Unlocked) -,249.99,2024-08-11,1 bid,https://www.ebay.co.uk/itm/135189006757?_nkw=iphone+13&epid=12049274306&hash=item1f79e489a5%3Ag%3As4IAAOSwl-FmuRe4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKka0%2BGYNUDLwXGsyqSyFb28ayo6UztwIRwoFw%2BhGzACcdcwdRbmr1YXLKcanngeovtLPhgUM%2FiGsgoINAtQ1Z7bAaGncgdxBkEx%2BUd4ZIFe%2FI7%2FJZQGwx730rvVFtDf11kF0I3Q5HI9ZAKkfOJ2jS5qhvR%2FLDuWsHZ1dUMuHiNZ2x--3QSJu8NDAx6WDjFYwfP%2B1Pd%2FYNFXYyBxh62KcsIQ9Io%2FwjDhy4TjRzEB6MvtgUJNS7Q3Pq8SV1LRgje%2B33HlHlw%2BekQh5sCVU36KnjtA%7Ctkp%3ABk9SR8iF-Z-2ZA&LH_Auction=1
